Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,Median_state_inc,UPB>Appraisal
55,113750,95,641,N,2743,7531,288000,284255,0.364228,Pay-off,non-default,MD,"56,763",0
50,79500,100,624,Y,2417,8310,230000,227120,0.290854,Active,non-default,IL,"45,787",0
69,120000,100,760,N,2889,6932,275000,266000,0.416763,Pay-off,non-default,VA,"53,275",0
59,187673,102,509,N,783,1837,56900,56900,0.426238,Active,non-default,VA,"53,275",1
37,70000,100,594,Y,2049,5409,125000,124900,0.378813,Active,non-default,OH,"44,160",0
38,77000,39,635,N,2249,4967,186000,181500,0.452788,Pay-off,non-default,VA,"53,275",0
34,247950,90,790,N,1562,13000,205000,204500,0.120154,Pay-off,non-default,CO,"51,022",1
36,188100,90,589,N,1581,6152,125000,124900,0.25699,Pay-off,non-default,IL,"45,787",1
53,70000,100,636,N,3074,7400,300000,299900,0.415405,Pay-off,non-default,VA,"53,275",0
24,110549,95,785,N,1082,5223,123000,121000,0.207161,Pay-off,non-default,GA,"43,217",0
25,94500,90,749,N,1159,4036,173000,172500,0.287166,Active,non-default,OR,"42,617",0
41,129100,95,762,Y,996,1532,119000,113000,0.650131,Active,non-default,FL,"40,171",1
37,200000,80,701,N,555,5025,70000,70000,0.110455,Pay-off,non-default,FL,"40,171",1
43,240800,95,674,N,1168,5025,158000,156000,0.232452,Active,non-default,CO,"51,022",1
56,177300,90,513,Y,973,2560,107000,106000,0.380078,Default,default,TN,"38,550",1
27,176500,100,700,Y,1201,2777,126000,126000,0.432481,Active,non-default,DC,"43,003",1
24,167400,90,671,N,1883,6089,233000,219440,0.309246,Pay-off,non-default,VA,"53,275",0
39,98300,99,731,Y,1869,5120,257000,204681,0.365039,Active,non-default,CA,"49,894",0
75,232750,95,669,N,1010,9900,140000,112700,0.10202,Active,non-default,NV,"46,984",1
39,297456,95,684,N,3128,5025,135000,130000,0.622527,Pay-off,non-default,GA,"43,217",1
31,194750,95,663,N,0,5025,79000,77000,0,Pay-off,non-default,FL,"40,171",1
37,144450,98,731,Y,2260,4087,172000,170500,0.552973,Active,non-default,GA,"43,217",0
54,270000,90,687,N,3529,10342,202000,197000,0.34123,Default,default,IL,"45,787",1
18,98100,90,725,N,8349,51942,428000,427000,0.160737,Active,non-default,VA,"53,275",0
37,246600,90,669,Y,1460,1809,158000,157762,0.807076,Active,non-default,GA,"43,217",1
21,57000,100,723,N,0,8324,145000,145000,0,Pay-off,non-default,NY,"44,228",0
37,240000,100,787,N,1608,2426,138500,138500,0.662819,Active,non-default,VA,"53,275",1
39,231075,102,659,N,3181,5025,127500,127500,0.633075,Pay-off,non-default,AZ,"42,590",1
24,146300,95,751,N,1176,3616,114000,113900,0.325221,Active,non-default,NC,"39,000",1
43,171000,78,711,N,1966,3399,139000,132805,0.578405,Pay-off,non-default,TX,"41,275",1
54,230000,100,642,N,1603,3800,98000,98000,0.421842,Pay-off,non-default,NJ,"56,772",1
35,155750,80,757,N,5641,12750,250000,239000,0.442431,Pay-off,non-default,IL,"45,787",0
37,142000,100,657,N,2170,3397,270000,270000,0.638799,Active,non-default,MD,"56,763",0
38,239000,94,765,N,667,1359,78000,70000,0.490802,Active,non-default,CA,"49,894",1
29,312550,95,616,N,1287,4062,190000,177000,0.316839,Default,default,MD,"56,763",1
44,177371,102,661,N,0,5025,321000,320900,0,Pay-off,non-default,NY,"44,228",0
39,125350,100,696,Y,1884,5645,166000,157000,0.333747,Pay-off,non-default,FL,"40,171",0
35,159450,100,561,Y,1112,2719,121000,111350,0.408974,Active,non-default,NC,"39,000",1
21,77500,100,677,N,3296,6979,186000,174900,0.472274,Pay-off,non-default,MI,"44,476",0
71,115400,84,782,N,789,5025,95000,95000,0.157025,Active,non-default,NC,"39,000",1
24,268654,100,643,N,1086,3072,103000,101158,0.353516,Pay-off,non-default,AL,"38,111",1
30,160370,102,737,N,1342,3323,162000,158900,0.403852,Pay-off,non-default,MD,"56,763",0
26,140000,100,770,N,1411,3663,132000,123818,0.385203,Active,non-default,FL,"40,171",1
37,315000,90,701,N,1914,3694,86000,85000,0.518138,Pay-off,non-default,OH,"44,160",1
23,174503,97,728,N,969,3433,120000,119635,0.28226,Pay-off,non-default,NV,"46,984",1
23,155000,100,770,N,1630,4014,215000,215000,0.406079,Active,non-default,CT,"55,970",0
30,150100,95,681,N,1995,4600,92000,61800,0.433696,Active,non-default,FL,"40,171",1
41,250000,68,742,N,927,2875,82000,80000,0.322435,Active,non-default,KY,"37,396",1
36,216800,80,737,N,1289,3908,159000,153000,0.329836,Active,non-default,NC,"39,000",1
44,219000,90,809,N,794,3348,125000,125000,0.237157,Active,non-default,IL,"45,787",1
40,67500,75,699,Y,4102,11996,159000,158000,0.341947,Active,non-default,MT,"35,201",0
37,92150,97,764,N,1180,4166,100000,97000,0.283245,Active,non-default,TN,"38,550",0
29,109250,95,666,Y,3194,4986,290000,274500,0.640594,Pay-off,non-default,CA,"49,894",0
37,133600,80,677,N,2155,5166,123000,121000,0.417151,Pay-off,non-default,FL,"40,171",1
37,158000,88,762,Y,2982,9000,399000,399000,0.331333,Pay-off,non-default,NY,"44,228",0
31,160000,94,721,Y,804,1729,79000,79000,0.465009,Pay-off,non-default,FL,"40,171",1
29,51300,97,782,N,1500,6450,186600,186400,0.232558,Pay-off,non-default,MN,"55,914",0
23,118075,100,667,N,1803,7360,235500,118075,0.244973,Pay-off,non-default,NC,"39,000",0
38,143700,95,789,Y,1410,4548,148000,125000,0.310026,Pay-off,non-default,FL,"40,171",0
32,135000,90,785,N,485,3500,53000,48500,0.138571,Active,non-default,TX,"41,275",1
56,127500,100,782,N,1537,5789,117000,115969,0.265504,Active,non-default,SC,"39,326",1
35,233450,102,675,N,766,1741,69500,69500,0.439977,Active,non-default,NY,"44,228",1
30,279000,78,643,Y,1488,2614,139500,139500,0.569243,Active,non-default,VA,"53,275",1
32,219010,100,676,N,2255,3923,216000,215500,0.574815,Active,non-default,WA,"48,688",1
40,114400,80,685,N,3715,11960,285000,284915,0.310619,Active,non-default,TX,"41,275",0
21,53200,95,774,N,2099,8275,159000,158000,0.253656,Active,non-default,WI,"47,220",0
34,74907,102,735,N,1021,5284,128000,127400,0.193225,Active,non-default,FL,"40,171",0
28,22300,97,702,N,1804,4813,199000,198000,0.374818,Active,non-default,IL,"45,787",0
37,275900,80,740,N,483,1690,58000,55000,0.285799,Active,non-default,AZ,"42,590",1
28,280000,80,726,N,0,5025,89500,87500,0,Active,non-default,IL,"45,787",1
37,151828,95,683,N,393,1040,58000,58000,0.377885,Active,non-default,NC,"39,000",1
32,139500,100,740,N,1875,4937,152500,152500,0.379785,Pay-off,non-default,FL,"40,171",0
37,164000,100,702,N,0,5025,120000,120000,0,Pay-off,non-default,CT,"55,970",1
52,132000,80,716,Y,1555,2687,170000,156300,0.578712,Active,non-default,GA,"43,217",0
37,195000,100,660,N,616,2530,83000,73700,0.243478,Default,default,NC,"39,000",1
37,396500,95,625,N,0,5025,208000,199418,0,Active,non-default,NJ,"56,772",1
32,133200,95,662,Y,1250,3303,155000,154900,0.378444,Active,non-default,NC,"39,000",0
37,69700,85,726,N,1932,6350,270000,69700,0.304252,Pay-off,non-default,MN,"55,914",0
29,127900,80,743,Y,1142,2758,121000,120203,0.414068,Pay-off,non-default,TN,"38,550",1
29,132900,95,702,N,1206,2311,120550,120001,0.521852,Pay-off,non-default,KS,"43,725",1
27,104500,95,592,Y,2451,3633,178000,175000,0.674649,Active,non-default,FL,"40,171",0
37,175410,90,677,N,927,3089,103500,102000,0.300097,Pay-off,non-default,DE,"50,152",1
26,36000,100,786,N,2065,5881,295000,294500,0.351131,Pay-off,non-default,MD,"56,763",0
32,101918,100,695,N,6300,7840,265000,239900,0.803571,Default,default,NJ,"56,772",0
23,92700,90,685,N,1565,7352,219000,218900,0.212867,Pay-off,non-default,MD,"56,763",0
25,212800,80,653,Y,1837,2700,106500,105000,0.68037,Active,non-default,FL,"40,171",1
37,293600,80,704,N,4164,9167,153500,151000,0.454238,Pay-off,non-default,MO,"43,988",1
37,157000,96,722,N,1432,4994,125000,118900,0.286744,Active,non-default,AL,"38,111",1
33,272000,100,789,N,963,2719,118000,118000,0.354174,Active,non-default,OH,"44,160",1
63,128250,90,688,N,1802,10000,235000,225000,0.1802,Pay-off,non-default,CA,"49,894",0
27,96900,95,540,Y,1945,5417,172000,163800,0.359055,Active,non-default,GA,"43,217",0
37,295000,100,639,N,4341,5025,200000,195000,0.863935,Active,non-default,OR,"42,617",1
28,94900,100,688,N,2779,6412,275000,250000,0.433406,Pay-off,non-default,CA,"49,894",0
30,136385,100,716,N,1967,4600,225000,225000,0.427609,Default,default,UT,"50,614",0
39,196099,95,600,N,903,4004,142000,139900,0.225524,Pay-off,non-default,IL,"45,787",1
41,135000,100,628,N,627,4638,72000,60000,0.135188,Pay-off,non-default,FL,"40,171",1
34,300000,100,669,N,1384,3769,167000,164308,0.367206,Pay-off,non-default,NM,"37,587",1
31,102600,95,683,Y,733,2073,44500,44000,0.353594,Active,non-default,TX,"41,275",1
22,153000,100,755,N,955,3200,116000,116000,0.298438,Active,non-default,VA,"53,275",1
38,48000,80,674,N,1096,5500,126000,122500,0.199273,Pay-off,non-default,NJ,"56,772",0
39,36100,95,685,N,2855,7038,349000,345000,0.405655,Pay-off,non-default,CA,"49,894",0
60,139144,100,641,N,1669,3389,190500,190500,0.492476,Pay-off,non-default,CA,"49,894",0
42,238600,94,668,N,1921,6500,240000,240000,0.295538,Pay-off,non-default,CA,"49,894",0
37,123500,95,742,N,3157,9194,216000,216000,0.343376,Pay-off,non-default,AZ,"42,590",0
20,109800,100,739,N,1674,7800,193000,193000,0.214615,Pay-off,non-default,FL,"40,171",0
49,99000,90,664,N,0,3895,170000,170000,0,Active,non-default,NJ,"56,772",0
28,155601,92,706,N,1243,3668,121001,121001,0.338877,Active,non-default,IA,"43,042",1
39,300000,80,795,N,1610,5025,270000,265000,0.320418,Active,non-default,CA,"49,894",1
29,182009,95,694,N,679,3336,115000,115000,0.203537,Active,non-default,PA,"44,286",1
54,121500,95,715,N,3298,7244,220000,220000,0.455273,Pay-off,non-default,RI,"46,199",0
35,128000,80,801,N,831,2543,113000,112900,0.326779,Active,non-default,MO,"43,988",1
43,123500,94,772,N,2746,6599,260000,259900,0.416124,Active,non-default,CA,"49,894",0
33,121500,90,729,N,0,13400,315000,313990,0,Pay-off,non-default,TX,"41,275",0
41,114000,95,614,Y,1464,3912,100000,97875,0.374233,Pay-off,non-default,FL,"40,171",1
60,93350,80,652,N,2072,5025,380000,350000,0.412364,Active,non-default,NY,"44,228",0
37,210000,100,623,N,1471,3576,78000,78000,0.411353,Active,non-default,MI,"44,476",1
48,55800,90,688,N,1572,3424,115500,115000,0.459112,Active,non-default,NC,"39,000",0
36,98390,100,720,Y,2829,7645,110000,109900,0.370046,Pay-off,non-default,TX,"41,275",0
56,140500,100,703,Y,1818,4000,84000,84000,0.4545,Active,non-default,CT,"55,970",1
26,139950,100,642,N,1060,2703,77500,77500,0.392157,Pay-off,non-default,IL,"45,787",1
37,123428,80,588,N,2121,3878,279000,267428,0.546931,Pay-off,non-default,FL,"40,171",0
26,89200,80,675,N,1613,5025,212000,201300,0.321015,Active,non-default,CA,"49,894",0
50,159750,90,763,N,2175,3894,135000,132500,0.558552,Pay-off,non-default,OH,"44,160",1
42,188800,80,780,N,0,2227,156000,154900,0,Pay-off,non-default,VT,"45,692",1
52,296000,99,763,N,1658,4296,148800,148605,0.38594,Active,non-default,FL,"40,171",1
39,88144,90,698,N,1925,3009,72000,72000,0.639747,Active,non-default,OR,"42,617",1
24,107279,91,691,N,788,3000,92000,92000,0.262667,Active,non-default,UT,"50,614",1
35,246400,100,797,N,838,3750,136000,135900,0.223467,Active,non-default,AZ,"42,590",1
32,180050,95,766,N,1079,2471,47500,43000,0.436665,Pay-off,non-default,FL,"40,171",1
37,244000,80,773,Y,1931,9668,260000,259500,0.199731,Pay-off,non-default,MA,"52,354",0
41,232270,95,628,N,871,1820,92500,92500,0.478571,Active,non-default,NE,"44,623",1
48,129499,100,729,N,1666,5362,226000,219880,0.310705,Active,non-default,IL,"45,787",0
30,113800,100,747,N,1689,6802,136500,135000,0.248309,Active,non-default,OH,"44,160",0
62,157225,95,700,N,1926,10000,255000,255000,0.1926,Pay-off,non-default,NV,"46,984",0
36,148000,80,771,N,1798,2661,164000,160627,0.675686,Pay-off,non-default,FL,"40,171",0
37,72500,100,680,N,1500,4894,145000,139000,0.306498,Active,non-default,TX,"41,275",0
66,115000,80,695,Y,688,2580,93000,92000,0.266667,Pay-off,non-default,NC,"39,000",1
31,127000,100,770,N,3930,5817,253000,252500,0.675606,Active,non-default,FL,"40,171",0
25,198000,100,799,N,1866,4450,260000,198000,0.419326,Pay-off,non-default,HI,"53,123",0
31,217717,102,743,N,748,3400,98000,97000,0.22,Pay-off,non-default,WI,"47,220",1
33,125500,100,651,N,1710,3405,115000,112147,0.502203,Active,non-default,FL,"40,171",1
30,250200,90,655,N,453,1823,70000,70000,0.248491,Pay-off,non-default,VA,"53,275",1
37,110000,100,660,N,2199,6685,350000,301025,0.328945,Default,default,IL,"45,787",0
37,115500,55,649,N,1735,5833,244000,115500,0.297446,Pay-off,non-default,TX,"41,275",0
37,95200,80,658,N,1035,2500,85000,85000,0.414,Active,non-default,VA,"53,275",1
33,197933,95,611,Y,962,1649,80000,79900,0.583384,Active,non-default,TN,"38,550",1
48,256000,80,685,N,763,2167,102000,100750,0.3521,Active,non-default,GA,"43,217",1
26,120900,100,662,N,737,5025,107000,97000,0.146676,Pay-off,non-default,FL,"40,171",1
37,178505,95,704,N,1823,4517,209000,209000,0.403586,Active,non-default,TN,"38,550",0
46,146152,102,695,Y,896,2933,102700,101250,0.305489,Pay-off,non-default,FL,"40,171",1
31,264820,95,750,Y,1391,3902,147000,139500,0.356484,Active,non-default,FL,"40,171",1
37,156000,80,771,Y,888,2816,72000,71900,0.315341,Active,non-default,TN,"38,550",1
21,129480,100,780,N,2880,6806,216000,215900,0.423156,Active,non-default,OH,"44,160",0
25,124110,90,795,N,1758,4870,213000,197500,0.360986,Pay-off,non-default,SC,"39,326",0
47,157950,90,697,Y,1228,2773,85000,85000,0.442842,Active,non-default,FL,"40,171",1
37,177650,95,718,N,5470,9166,290000,287100,0.596771,Pay-off,non-default,KY,"37,396",0
33,90000,90,706,N,2053,7889,150000,145540,0.260236,Pay-off,non-default,IL,"45,787",0
39,236550,95,641,Y,650,2112,42000,40000,0.307765,Pay-off,non-default,SC,"39,326",1
21,225000,90,656,N,2202,5950,172000,171000,0.370084,Active,non-default,VA,"53,275",1
67,158000,80,635,Y,2035,4528,250000,235000,0.449426,Pay-off,non-default,CA,"49,894",0
28,123500,95,660,N,943,2461,97000,89000,0.383178,Pay-off,non-default,MS,"33,659",1
37,292000,80,644,Y,1364,2325,153000,153000,0.586667,Pay-off,non-default,IL,"45,787",1
69,96500,100,713,N,1112,6800,127000,127000,0.163529,Pay-off,non-default,MD,"56,763",0
36,131000,92,677,N,568,1324,96000,96000,0.429003,Pay-off,non-default,CA,"49,894",1
54,305000,100,630,N,0,5025,305000,305000,0,Pay-off,non-default,CA,"49,894",0
53,150570,95,632,Y,1695,4425,195597,195597,0.383051,Active,non-default,MN,"55,914",0
37,169200,90,789,N,1431,3980,180500,180500,0.359548,Pay-off,non-default,CA,"49,894",0
37,193800,97,716,N,2377,4214,282040,282040,0.564072,Pay-off,non-default,PA,"44,286",0
22,141000,100,771,N,1857,5560,195000,194900,0.333993,Active,non-default,CO,"51,022",0
56,137750,95,651,Y,1734,4000,148500,148500,0.4335,Active,non-default,NE,"44,623",0
48,105900,80,639,N,3097,7200,325000,325000,0.430139,Active,non-default,CO,"51,022",0
49,154000,100,650,N,2392,6703,237000,234318,0.356855,Pay-off,non-default,AZ,"42,590",0
37,193500,90,717,Y,2952,9347,185000,183350,0.315823,Active,non-default,PA,"44,286",1
37,56000,80,668,N,2349,8602,269500,263570,0.273076,Pay-off,non-default,CA,"49,894",0
40,128700,95,665,N,856,4900,109000,94500,0.174694,Pay-off,non-default,TN,"38,550",1
37,231200,80,741,Y,836,2088,66000,65900,0.400383,Pay-off,non-default,OH,"44,160",1
37,261250,95,697,N,1369,3097,84500,83500,0.442041,Default,default,IN,"43,003",1
37,105000,100,720,N,1013,4166,68000,67250,0.243159,Active,non-default,NM,"37,587",1
37,44900,100,672,N,2878,3970,202000,211000,0.724937,Active,non-default,FL,"40,171",0
37,141900,100,768,N,1278,2968,116000,114000,0.430593,Pay-off,non-default,OH,"44,160",1
65,168000,100,606,N,1756,3553,131000,130000,0.49423,Active,non-default,IL,"45,787",1
55,322700,97,650,Y,1589,5025,216000,216000,0.316239,Active,non-default,NY,"44,228",1
31,250000,100,737,N,1276,4000,170000,169303,0.319,Pay-off,non-default,NV,"46,984",1
26,124000,100,695,N,1648,4327,208000,207541,0.380864,Pay-off,non-default,AZ,"42,590",0
58,94000,91,723,N,2838,4071,190000,188000,0.697126,Active,non-default,OR,"42,617",0
37,132000,100,630,N,651,1704,80000,64500,0.382042,Active,non-default,AL,"38,111",1
29,80000,100,652,N,1610,2856,108000,108000,0.563725,Active,non-default,SC,"39,326",0
39,95200,80,791,N,0,4500,204000,204000,0,Active,non-default,AZ,"42,590",0
45,103000,100,731,N,1949,5800,235000,229000,0.336034,Active,non-default,CA,"49,894",0
37,174409,90,657,Y,2045,4541,204000,191900,0.450341,Active,non-default,GA,"43,217",0
42,156800,80,728,N,1793,4916,155000,146841,0.364727,Active,non-default,TX,"41,275",1
20,78750,90,605,N,1593,7963,115000,114900,0.20005,Pay-off,non-default,DE,"50,152",0
46,112000,80,626,Y,2354,4637,249000,246000,0.507656,Active,non-default,IL,"45,787",0
23,55100,95,667,N,3482,8170,310000,310000,0.426193,Pay-off,non-default,CA,"49,894",0
23,52865,97,624,N,0,7955,255000,255000,0,Pay-off,non-default,CA,"49,894",0
33,138595,99,747,N,1593,4800,185000,182500,0.331875,Pay-off,non-default,FL,"40,171",0
31,170000,99,653,N,1296,3384,133000,127070,0.382979,Active,non-default,GA,"43,217",1
37,91180,97,679,N,1550,5000,171000,170500,0.31,Pay-off,non-default,MD,"56,763",0
30,193350,99,671,Y,975,1783,130000,128203,0.546831,Active,non-default,NC,"39,000",1
27,153500,80,578,Y,1917,3000,165000,165000,0.639,Pay-off,non-default,CA,"49,894",0
37,168000,85,638,N,5189,9435,280000,280000,0.549974,Pay-off,non-default,CA,"49,894",0
35,175150,94,640,N,1148,5377,134500,131197,0.213502,Pay-off,non-default,FL,"40,171",1
33,169000,100,721,N,1990,3542,157000,142000,0.561829,Pay-off,non-default,GA,"43,217",1
38,152250,102,662,N,3477,5025,314000,314000,0.691984,Pay-off,non-default,NY,"44,228",0
29,140940,90,637,N,2649,5766,163000,162000,0.459417,Pay-off,non-default,IL,"45,787",0
29,159600,95,660,Y,1051,3370,90000,90000,0.311869,Pay-off,non-default,NC,"39,000",1
46,99650,95,785,Y,3431,10867,322000,320000,0.315727,Active,non-default,MA,"52,354",0
30,167200,80,639,N,1455,3575,138000,134500,0.406993,Pay-off,non-default,FL,"40,171",1
39,120000,80,614,Y,2769,4139,200000,199840,0.669002,Active,non-default,MI,"44,476",0
37,182400,95,661,N,1877,8775,215000,212565,0.213903,Active,non-default,CO,"51,022",0
35,82000,100,776,N,1728,4493,136000,134500,0.384598,Active,non-default,OH,"44,160",0
29,177000,85,617,Y,0,5025,161000,135000,0,Pay-off,non-default,DC,"43,003",1
47,99000,90,626,N,1325,4288,180000,179780,0.309002,Pay-off,non-default,NV,"46,984",0
37,300800,80,681,N,2260,9600,265000,260000,0.235417,Active,non-default,NY,"44,228",1
42,147000,100,746,Y,1017,3166,58000,56000,0.321226,Active,non-default,PA,"44,286",1
37,227700,90,706,N,1837,3883,195000,192000,0.473088,Active,non-default,NY,"44,228",1
39,121600,80,771,N,1076,3750,140000,140000,0.286933,Active,non-default,IL,"45,787",0
43,121500,90,756,N,1470,5137,171000,165263,0.286159,Active,non-default,FL,"40,171",0
21,147717,90,724,N,2032,4943,138000,137000,0.411086,Active,non-default,NV,"46,984",1
27,114695,94,688,N,1818,4822,185000,179500,0.377022,Active,non-default,GA,"43,217",0
26,145000,100,759,Y,1803,3800,186000,186000,0.474474,Pay-off,non-default,GA,"43,217",0
39,20000,22,697,Y,2637,6222,219000,218922,0.423819,Pay-off,non-default,FL,"40,171",0
33,75715,95,674,N,3168,5760,189000,187905,0.55,Active,non-default,NY,"44,228",0
31,111392,95,587,N,1711,3396,138000,132750,0.503828,Active,non-default,GA,"43,217",0
30,111100,97,709,N,2408,4064,265000,265000,0.59252,Pay-off,non-default,MA,"52,354",0
37,175750,95,624,Y,1343,2191,115000,113900,0.612962,Active,non-default,IL,"45,787",1
51,81600,80,585,Y,2050,3351,197000,197000,0.611758,Pay-off,non-default,CA,"49,894",0
25,164000,98,706,Y,3304,4769,158000,157500,0.692808,Pay-off,non-default,FL,"40,171",1
29,136923,102,589,Y,1272,3437,125000,124900,0.37009,Pay-off,non-default,WA,"48,688",1
44,86500,100,696,N,0,7250,184000,181974,0,Active,non-default,FL,"40,171",0
37,100000,69,681,N,1533,6276,157000,154000,0.244264,Active,non-default,UT,"50,614",0
37,69900,100,784,N,2033,6351,217000,216960,0.320107,Active,non-default,MD,"56,763",0
38,85500,94,645,N,3305,4117,156000,129500,0.802769,Pay-off,non-default,MS,"33,659",0
27,133600,80,685,Y,2688,3293,163000,162265,0.816277,Active,non-default,TX,"41,275",0
59,60000,29,578,N,1792,4058,121500,115000,0.441597,Pay-off,non-default,NJ,"56,772",0
40,119900,95,611,Y,2834,5103,320000,319500,0.55536,Pay-off,non-default,CA,"49,894",0
24,130000,100,614,N,1699,4225,160000,152000,0.40213,Pay-off,non-default,MA,"52,354",0
51,152000,95,650,Y,1793,4742,112500,112500,0.378111,Pay-off,non-default,MD,"56,763",1
50,300000,75,585,N,969,1756,80000,78900,0.551822,Active,non-default,TN,"38,550",1
47,43000,90,698,Y,2156,5263,153000,152900,0.409652,Pay-off,non-default,CA,"49,894",0
29,235000,100,713,N,1888,2989,155000,155000,0.631649,Active,non-default,NC,"39,000",1
22,94800,80,671,N,1739,6583,140000,124400,0.264165,Pay-off,non-default,GA,"43,217",0
39,101400,100,460,N,2497,5417,205000,202900,0.460956,Active,non-default,GA,"43,217",0
32,151050,95,747,N,1159,3500,250000,151050,0.331143,Active,non-default,MD,"56,763",0
21,99900,100,652,Y,2427,6768,186000,186000,0.358599,Active,non-default,WA,"48,688",0
25,83400,95,639,N,6348,22007,240000,238000,0.288454,Pay-off,non-default,NC,"39,000",0
24,80000,100,643,Y,1761,6587,133000,132000,0.267345,Pay-off,non-default,LA,"35,523",0
34,174600,97,587,Y,816,2492,0,130000,0.327448,Active,non-default,GA,"43,217",1
25,132900,95,641,Y,3214,5445,320000,319500,0.590266,Pay-off,non-default,CA,"49,894",0
56,90000,90,651,N,552,3912,76000,75500,0.141104,Pay-off,non-default,MI,"44,476",1
31,69020,102,764,N,1778,6250,262375,262375,0.28448,Active,non-default,PA,"44,286",0
36,113000,100,669,N,1409,5036,271897,113000,0.279786,Pay-off,non-default,NV,"46,984",0
61,264000,80,689,N,818,2000,130000,130000,0.409,Pay-off,non-default,OR,"42,617",1
29,279750,95,749,Y,544,2350,56000,53000,0.231489,Active,non-default,KS,"43,725",1
29,125600,100,707,N,1253,5300,150000,149000,0.236415,Pay-off,non-default,MI,"44,476",0
23,76240,97,711,Y,2827,5624,287000,286500,0.502667,Active,non-default,CA,"49,894",0
45,149000,100,754,N,2157,5869,148000,144950,0.367524,Pay-off,non-default,MO,"43,988",1
33,74000,100,641,N,3517,8000,133000,131000,0.439625,Pay-off,non-default,NJ,"56,772",0
34,201000,100,785,N,1496,4217,270000,259900,0.354755,Active,non-default,VA,"53,275",0
24,165948,100,648,Y,1941,2860,118000,117900,0.678671,Pay-off,non-default,FL,"40,171",1
40,84800,80,578,N,1580,4074,159000,159000,0.387825,Active,non-default,FL,"40,171",0
25,169380,95,628,N,10330,5025,245000,245000,2.055851,Active,non-default,NY,"44,228",0
41,84400,100,700,Y,3527,4437,255000,249000,0.794906,Active,non-default,TX,"41,275",0
38,32300,93,715,Y,1488,6631,169900,169900,0.224401,Active,non-default,MN,"55,914",0
34,67803,97,727,N,1246,5500,200000,200000,0.226545,Pay-off,non-default,CA,"49,894",0
34,146300,95,767,N,1341,3813,125000,125000,0.351692,Pay-off,non-default,WI,"47,220",1
40,156000,100,664,Y,1718,3711,206000,206000,0.462948,Pay-off,non-default,GA,"43,217",0
46,280000,80,660,Y,937,2253,118500,113500,0.41589,Pay-off,non-default,AZ,"42,590",1
47,124950,100,666,N,1294,6000,191000,124950,0.215667,Pay-off,non-default,OR,"42,617",0
73,238500,90,709,N,3296,5025,415000,415000,0.655962,Active,non-default,NY,"44,228",0
45,199300,90,696,N,1210,2383,91000,82474,0.507763,Active,non-default,FL,"40,171",1
35,210000,98,688,N,931,2142,107000,105400,0.434641,Active,non-default,OH,"44,160",1
37,117500,79,533,Y,1118,4580,99000,99000,0.244105,Pay-off,non-default,MI,"44,476",1
37,209000,100,674,N,0,2426,97000,83259,0,Pay-off,non-default,IN,"43,003",1
39,134955,90,672,N,2069,6171,217000,216000,0.335278,Active,non-default,VA,"53,275",0
33,133980,98,620,N,1403,2500,160000,160000,0.5612,Pay-off,non-default,GA,"43,217",0
24,158850,98,715,N,1202,2903,138000,138000,0.414054,Pay-off,non-default,WI,"47,220",1
31,166583,95,753,N,1284,3844,131000,125000,0.334027,Pay-off,non-default,OR,"42,617",1
50,57000,85,658,Y,0,4000,162500,162500,0,Pay-off,non-default,NJ,"56,772",0
29,185745,102,736,N,1167,3333,141000,140820,0.350135,Active,non-default,DE,"50,152",1
25,246349,95,729,Y,1229,2423,189300,185000,0.507222,Active,non-default,VA,"53,275",1
32,161950,100,743,Y,2368,5042,272000,263000,0.469655,Pay-off,non-default,CA,"49,894",0
33,247350,97,682,N,1151,13333,330000,247350,0.086327,Pay-off,non-default,VA,"53,275",0
42,215900,90,723,N,1682,3960,135000,134000,0.424747,Active,non-default,TN,"38,550",1
27,91670,100,704,N,1578,4651,99000,99000,0.339282,Pay-off,non-default,AZ,"42,590",0
50,168150,95,774,N,1720,4488,167000,164610,0.383244,Active,non-default,KY,"37,396",1
34,101850,97,709,N,1743,4151,102000,102000,0.419899,Active,non-default,PA,"44,286",0
37,132378,75,726,N,1602,4765,125000,124900,0.336201,Active,non-default,NJ,"56,772",1
29,315000,90,741,Y,1197,2500,119000,118500,0.4788,Active,non-default,WI,"47,220",1
44,91455,101,699,N,2164,3332,142000,141900,0.64946,Pay-off,non-default,GA,"43,217",0
37,90500,82,652,N,3154,9887,237000,235000,0.319005,Active,non-default,FL,"40,171",0
24,218400,80,755,N,902,2553,87900,89000,0.35331,Active,non-default,TX,"41,275",1
33,60140,97,715,Y,1385,6453,170000,170000,0.214629,Active,non-default,GA,"43,217",0
41,176900,73,668,Y,1643,2130,0,94200,0.771362,Pay-off,non-default,FL,"40,171",1
48,252900,90,698,Y,2294,5025,265000,265000,0.456546,Pay-off,non-default,NY,"44,228",0
45,124900,93,685,Y,3552,4878,174000,162000,0.728167,Active,non-default,TX,"41,275",0
34,269000,100,695,N,1506,5833,255000,243830,0.258186,Pay-off,non-default,OR,"42,617",1
43,143000,100,617,N,1722,4400,128001,128001,0.391364,Active,non-default,CA,"49,894",1
20,141750,90,672,N,1755,6100,250000,250000,0.287705,Pay-off,non-default,MD,"56,763",0
